id;n_variable_index;c_name_variable;c_desc_variable;c_signal_ident;c_name_section;c_name_position;c_num_position;n_controller_id;n_variable_data_type_id;n_variable_type_id;n_module_index;n_module_channel;PPI.FilterTime;PPI.mCodeScaleMin;PPI.mCodeScaleMax;PPI.mCodeLowThreshold;PPI.mCodeHighThreshold;PPI.Hysteresis;PPI.MediaLen;PPI.LocalOverrideValue;PPI.MinEU;PPI.MaxEU;SP.TechHi;SP.TechLo;CW.ConfigState;CW.ActiveState;CW.Read;CW.Write;CW.LocalOverrideState;CW.FilterState;CW.InversionState;CW.Linearization;CW.SqrtLinearization;CW.NotQuality;CW.UpdateState;CW.Used_IOAddress;CW.Used_EURange;CW.MessOfChange;CW.Used_Media;CW.Used_Formula;CW;Alarms.HiThreshold;Alarms.HiHiThreshold;Alarms.LoThreshold;Alarms.LoLoThreshold;HILO_CW.Alarms.HiActiveState;HILO_CW.Alarms.HiHiActiveState;HILO_CW.Alarms.LoActiveState;HILO_CW.Alarms.LoLoActiveState;Formula;HILO_CW
211;211;211;Грохот EF2461: Очистка 2;22M1C2.O;Каскад 1;Очистка 2;22M1C2;2.0;1.0;6.0;19.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
212;212;212;Грохот EF2461: выбор режима с энкодерами/без энкодеров;22M1EN.O;Каскад 1;Энкодер;22M1EN;2.0;1.0;6.0;19.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
213;213;DR.L1.MD1_GS_FB_EmergStop;Шкаф гидравлики MP800: PB1 - Аварийний кнопка (0 - ок) (POWER UNIT E-STOP, PB3 - MAINTENANCE CONTROL STATION E-STOP);PB1, PB3.I;Каскад 1;Шкаф гидравлики;SOL1..9;3.0;1.0;2.0;20.0;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
214;214;DR.L1.MD1_GS_Manual;Шкаф гидравлики MP800: SS6 - Переключатель  Авто (MAINTENANCE CONTROL STATION (MANUAL-AUTO));SS6.I;Каскад 1;Шкаф гидравлики;SOL1..9;3.0;1.0;2.0;20.0;2.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
215;215;DR.L1.MD1_GS_SS2_1;Шкаф гидравлики MP800: SS2.1 - Кнопка Увеличить зазор (LOCAL CONTROL STATION (OPEN - CLOSE));SS2.1.I;Каскад 1;Шкаф гидравлики;SOL5;3.0;1.0;2.0;20.0;3.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
216;216;DR.L1.MD1_GS_SS2_2;Шкаф гидравлики MP800: SS2.2 - Кнопка Уменьшить зазор (LOCAL CONTROL STATION (OPEN - CLOSE));SS2.2.I;Каскад 1;Шкаф гидравлики;SOL6;3.0;1.0;2.0;20.0;4.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
217;217;DR.L1.MD1_GS_SS7_1;Шкаф гидравлики MP800: SS7.1 - Кнопка Зажать (MAINTENANCE CONTROL STATION (CLAMP CYLINDER PRESS - RELESE CYLINDER PRESS));SS7.1.I;Каскад 1;Шкаф гидравлики;SOL2;3.0;1.0;2.0;20.0;5.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
218;218;DR.L1.MD1_GS_SS3;Шкаф гидравлики MP800: SS3 -  Кнопка Очистка (LOCAL CONTROL STATION (CLEAR));SS3.I;Каскад 1;Шкаф гидравлики;SOL8;3.0;1.0;2.0;20.0;6.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
219;219;DR.L1.MD1_GS_SS7_2;Шкаф гидравлики MP800: SS7.2 - Кнопка Разжать (MAINTENANCE CONTROL STATION (CLAMP CYLINDER PRESS - RELESE CYLINDER PRESS));SS7.2.I;Каскад 1;Шкаф гидравлики;SOL3;3.0;1.0;2.0;20.0;7.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
220;220;DR.L1.MD1_GS_PB2;Шкаф гидравлики MP800: PB2 -  LOCAL CONTROL STATION (PRESSURIZE REZET);PB2.I;Каскад 1;Шкаф гидравлики;SOL7;3.0;1.0;2.0;20.0;8.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
221;221;DR.L1.MD1_GS_SS4;Шкаф гидравлики MP800: SS4 -  LOCAL CONTROL STATION (RUN - BOWL REMOVAL);SS4.I;Каскад 1;Шкаф гидравлики;SOL4;3.0;1.0;2.0;20.0;9.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
222;222;DR.L1.MD1_GS_HA_m;Шкаф гидравлики MP800: LSL-1 - LOW HYDRAULIC OIL LEVEL;LSL-1.I;Каскад 1;Шкаф гидравлики;SOL1..9;3.0;1.0;2.0;20.0;11.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
223;223;DR.L1.MD1_GS_P;Шкаф гидравлики MP800: DPSH-1 - HYDRAULIC FILTER PRESSURE SWITCH;DPSH-1.I;Каскад 1;Шкаф гидравлики;SOL1..9;3.0;1.0;2.0;20.0;12.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
224;224;DR.L1.MD1_GS_Local;Шкаф гидравлики MP800: SS5 - LOCAL CONTROL STATION (LOCAL - REMOTE);HU.LD.I;Каскад 1;Шкаф гидравлики;SOL1..9;3.0;1.0;2.0;20.0;13.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
225;225;225;Шкаф гидравлики MP800: JUMPER (включение защиты по низкму давлению Зажима и Разжима);JMP.I;Каскад 1;Шкаф гидравлики;SOL1..9;3.0;1.0;2.0;20.0;22.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
226;226;DR.L1.MD1_GS_ZSO1;Шкаф гидравлики MP800: ZSO-1 HPU SUCTION BALL VALVE PROXIMITY SWITCH;ZSO-1.I;Каскад 1;Шкаф гидравлики;SOL1..9;3.0;1.0;2.0;20.0;23.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
227;227;227;Шкаф гидравлики MP800: +24V ON;+24V-ON.1.I;Каскад 1;Шкаф гидравлики;SOL1..9;3.0;1.0;2.0;20.0;26.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
228;228;228;Шкаф гидравлики MP800: +24V ON;+24V-ON.2.I;Каскад 1;Шкаф гидравлики;SOL1..9;3.0;1.0;2.0;20.0;27.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
229;229;229;Шкаф гидравлики MP800: +24V ON;+24V-ON.3.I;Каскад 1;Шкаф гидравлики;SOL1..9;3.0;1.0;2.0;20.0;28.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
230;230;DR.L1.MD1_GS.SOL1_CMD_On;Шкаф гидравлики MP800: SOL1 ON Байпас первого г/насоса;SOL1.O;Каскад 1;Шкаф гидравлики;SOL1;3.0;1.0;6.0;21.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
231;231;DR.L1.MD1_GS.SOL2_CMD_On;Шкаф гидравлики MP800: SOL2 ON OPEN setting. Открытие щели;SOL2.O;Каскад 1;Шкаф гидравлики;SOL2;3.0;1.0;6.0;21.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
232;232;DR.L1.MD1_GS.SOL3_CMD_On;Шкаф гидравлики MP800: SOL3 ON CLOSE setting. Закрытие щели;SOL3.O;Каскад 1;Шкаф гидравлики;SOL3;3.0;1.0;6.0;21.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
233;233;DR.L1.MD1_GS.SOL4_CMD_On;Шкаф гидравлики MP800: SOL4 ON Release - контур Разжимного цилиндра;SOL4.O;Каскад 1;Шкаф гидравлики;SOL4;3.0;1.0;6.0;21.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
234;234;DR.L1.MD1_GS.SOL5_CMD_On;Шкаф гидравлики MP800: SOL5 ON Clearing - Очистка;SOL5.O;Каскад 1;Шкаф гидравлики;SOL5;3.0;1.0;6.0;21.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
235;235;DR.L1.MD1_GS.SOL6_CMD_On;Шкаф гидравлики MP800: SOL6 ON Clamping - контур Зажимного цилиндра;SOL6.O;Каскад 1;Шкаф гидравлики;SOL6;3.0;1.0;6.0;21.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
236;236;DR.L1.MD1_GS.SOL7_CMD_On;Шкаф гидравлики MP800: SOL7 ON Изоляция г/акуум. Зажимного цилиндар;SOL7.O;Каскад 1;Шкаф гидравлики;SOL7;3.0;1.0;6.0;21.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
237;237;DR.L1.MD1_GS.SOL8_CMD_On;Шкаф гидравлики MP800: SOL8 ON Сброс давления Зажимного цилинда;SOL8.O;Каскад 1;Шкаф гидравлики;SOL8;3.0;1.0;6.0;21.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
238;238;DR.L1.MD1_GS.SOL9_CMD_On;Шкаф гидравлики MP800: SOL9 ON Bowl removal  - Быстрое перемещение;SOL9.O;Каскад 1;Шкаф гидравлики;SOL9;3.0;1.0;6.0;21.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
239;239;DR.L1.MD1_GS_CMD_Lmp_On_HA_m;Шкаф гидравлики MP800: LT4 - LOCAL CONTROL STATION (LAMP ON LOW OIL LEVEL);LT4.O;Каскад 1;Шкаф гидравлики;SOL1..9;3.0;1.0;6.0;21.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
240;240;DR.L1.MD1_GS.FTR_CMD_Lmp_On_Clog;Шкаф гидравлики MP800: LT6 - LOCAL CONTROL STATION (LAMP ON DIRTY HYDRAULIC FILTER);LT6.O;Каскад 1;Шкаф гидравлики;SOL1..9;3.0;1.0;6.0;21.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
241;241;DR.L1.MD1_GS_LT2;Шкаф гидравлики MP800: LT2 - LOCAL CONTROL STATION (LAMP ON LOW CLAMP PRESSURE);LT2.O;Каскад 1;Шкаф гидравлики;SOL1..9;3.0;1.0;6.0;21.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
242;242;DR.L1.MD1_GS_LT3;Шкаф гидравлики MP800: LT3 - LOCAL CONTROL STATION (LAMP ON LOW RELEASE PRESSURE);LT3.O;Каскад 1;Шкаф гидравлики;SOL1..9;3.0;1.0;6.0;21.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
243;243;DR.L1.MD1_GS_CMD_Lmp_On_TA_m;Шкаф гидравлики MP800: LT5 - LOCAL CONTROL STATION (LAMP ON HIGH OIL TEMPERATURE);LT5.O;Каскад 1;Шкаф гидравлики;SOL1..9;3.0;1.0;6.0;21.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2059.0;0.0;0.0;0.0;0.0;;;;;;0.0
244;244;DR.L1.MD1_GS_P_Zazh;Шкаф гидравлики MP800: PIT-1 CLAMP PRESSURE TRANSMITTER ( давление зажима);PIT-1.I;Каскад 1;Шкаф гидравлики;SOL1..9;3.0;5.0;2.0;22.0;1.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;200.0;0.0;250.0;250.0;0.0;;;;;;;;;;;;;;;;;6183.0;210.0;0.0;193.0;165.0;;;;;;13.0
245;245;DR.L1.MD1_GS_P_Vigr;Шкаф гидравлики MP800: PIT-2 TRAMP RELEASE PRESSURE TRANSMITTER (давление разжима);PIT-2.I;Каскад 1;Шкаф гидравлики;SOL1..9;3.0;5.0;2.0;22.0;2.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;200.0;0.0;250.0;250.0;0.0;;;;;;;;;;;;;;;;;6183.0;210.0;0.0;124.0;110.0;;;;;;13.0
246;246;DR.L1.MD1_GS_FK;Шкаф гидравлики MP800: PIT-6 LINER CONTACT PRESSURE TRANSMITTER (контакт футеровки);PIT-6.I;Каскад 1;Шкаф гидравлики;SOL1..9;3.0;5.0;2.0;22.0;3.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;250.0;250.0;0.0;;;;;;;;;;;;;;;;;6183.0;103.0;0.0;0.0;0.0;;;;;;1.0
247;247;DR.L1.MD1_GS_T_m;Шкаф гидравлики MP800: TIT-1 HYDRAULIK TANK OIL TEMPERATURE TRANSMITTER (температура масла в гидравлическом баке);TIT-1.I;Каскад 1;Шкаф гидравлики;SOL1..9;3.0;5.0;2.0;22.0;4.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;-40.0;302.0;302.0;-40.0;;;;;;;;;;;;;;;;;6183.0;140.0;150.0;0.0;0.0;;;;;;3.0
248;248;248;Конвейер № 3: весы конвейерные - Задание;FIC-01.SP;Каскад 1;ПИД;1PID;0.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;900.0;900.0;0.0;;;;;;;;;;;;;;;;;3.0;0.0;0.0;0.0;0.0;;;;;;0.0
249;249;249;ЧП пластинчатого питателя № 3 (ПП-3): Ручное задание скорости ;1M1.MVSP;Каскад 1;ПИД;1PID;0.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;;;;;;;;;;;;;;;;;3.0;0.0;0.0;0.0;0.0;;;;;;0.0
250;250;250;ЧП конвейера № 3 (ЛК-3): скорость - Задание;11M1.SP;Каскад 1;ПИД;11PID;0.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;;;;;;;;;;;;;;;;;3.0;0.0;0.0;0.0;0.0;;;;;;0.0
251;251;251;ЧП конвейера №3   (ЛК-3): Ручное задание ;11M1.MVSP;Каскад 1;ПИД;11PID;0.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;;;;;;;;;;;;;;;;;3.0;0.0;0.0;0.0;0.0;;;;;;0.0
252;252;252;Дробилка MP800: датчик уровня ультразвуковой в премной воронке - Задание;LIC-03.SP;Каскад 1;ПИД;24PID;0.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;;;;;;;;;;;;;;;;;3.0;0.0;0.0;0.0;0.0;;;;;;0.0
253;253;253;ЧП конвейера TEC1200 (ЛК-3А): Ручное значение;24M1.MVSP;Каскад 1;ПИД;24PID;0.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;;;;;;;;;;;;;;;;;3.0;0.0;0.0;0.0;0.0;;;;;;0.0
254;254;254;Аварийный останов линии 1;ALARML;Каскад 1;Последовательность;1.Cascad;0.0;8.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;33815.0;0.0;0.0;0.0;0.0;;;;;V51&V57&V66&V100&V102&V110&V136&V143&V146&V154&V106&V156;0.0
255;255;255;MP800 dT эксц. и обратного масла;DT-14-11.F;Каскад 1;Маслосистема;M1;0.0;8.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;150.0;150.0;0.0;;;;;;;;;;;;;;;;;33799.0;0.0;0.0;0.0;0.0;;;;;V17-V36;0.0
256;256;256;MP800 ОБЕ ЗАСЛОНКИ МАСЛОНАСОСОВ ОТКРЫТЫ ИЛИ ЗАКРЫТЫ;2ZS_BOTH_OPCL;Каскад 1;Маслосистема;M1;0.0;8.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;33815.0;0.0;0.0;0.0;0.0;;;;;V111~V112=0;0.0
257;257;257;MP800 Высокая вибрация при остановленой подаче;M1L.F.VT60;Каскад 1;Маслосистема;M1;0.0;8.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1000.0;1.0;1.0;-1000.0;;;;;;;;;;;;;;;;;33799.0;0.0;0.0;0.0;0.0;;;;;H12|H13|H14|H15&(E17<1)&E26?V257+1:-60;0.0
258;258;DR.L1.K3A.CMD_Start;Команда на запуск конвейера №3а;11M1.RUN;Каскад 1;Конвейер;1.11M1;0.0;8.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;1.0;1.0;-1.0;;;;;;;;;;;;;;;;;33799.0;0.9;0.0;-0.9;0.0;;;;;h10*E26-L10-E46;5.0
259;259;DR.L1.SEQ.Mode_Local;Признак местного управления Линии 1;LOCAL;Каскад 1;Последовательность;1.Cascad;0.0;8.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;33799.0;0.0;0.0;0.0;0.0;;;;;V135|V142|V145;0.0
260;260;DR.L1.PIT3.L;Бункер: датчик уровня радарный - для порогового управления;LIC-02.HILO;Каскад 1;ПИД;1PID;0.0;8.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-3.0;3.0;3.0;-3.0;;;;;;;;;;;;;;;;;33799.0;45536;45537;-1.9;-2.9;;;;;(l10*E45*2+l10*E4-h10*3+h10*E1)*E6*(E49<0,4)*(E47<0,4);15.0
261;261;DR.L1.SD1_GS.Gap_Calib_Perm;Дробилка HP500: Разрешение от оператора на калибровку щели;MS-01.K;Каскад 1;Гидравлическая система;SV1-01..8;0.0;8.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;3.0;0.0;0.0;0.0;0.0;;;;;;0.0
262;262;DR.L1.MD1_GS.Gap_Calib_Perm;Дробилка HP800: Разрешение от оператора на калибровку щели;MS-03.K;Каскад 1;Шкаф гидравлики;SOL1..9;0.0;8.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;3.0;0.0;0.0;0.0;0.0;;;;;;0.0
263;263;DR.L1.SD1_GS_Gap_SP;Дробилка HP500: Задание зазора щели;MS-01.SP;Каскад 1;Гидравлическая система;SV1-01..8;0.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;20.0;20.0;6.0;;;;;;;;;;;;;;;;;131.0;0.0;0.0;0.0;0.0;;;;;;0.0
264;264;DR.L1.MD1_GS.Gap_SP;Дробилка HP800: Задание зазора щели;MS-03.SP;Каскад 1;Шкаф гидравлики;SOL1..9;0.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;20.0;20.0;6.0;;;;;;;;;;;;;;;;;131.0;0.0;0.0;0.0;0.0;;;;;;0.0
265;265;DR.L1.SD1_GS.Gap_PV;Дробилка MP500: Текущий зазор щели;MS-01.ME;Каскад 1;Гидравлическая система;SV1-01..8;0.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;20.0;0.0;;;;;;;;;;;;;;;;;131.0;0.0;0.0;0.0;0.0;;;;;;0.0
266;266;DR.L1.MD1_GS.Gap_PV;Дробилка MP800: Текущий зазор щели;MS-03.ME;Каскад 1;Шкаф гидравлики;SOL1..9;0.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;20.0;0.0;;;;;;;;;;;;;;;;;131.0;0.0;0.0;0.0;0.0;;;;;;0.0
267;267;DR.L1.SD1_GS.Gap_Corr_Perm;Дробилка HP500: Разрешение от оператора на коррекцию щели;MS-01.OP;Каскад 1;Гидравлическая система;SV1-01..8;0.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;3.0;0.0;0.0;0.0;0.0;;;;;;0.0
268;268;DR.L1.MD1_GS.Gap_Corr_Perm;Дробилка HP800: Разрешение от оператора на коррекцию щели;MS-03.OP;Каскад 1;Шкаф гидравлики;SOL1..9;0.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;3.0;0.0;0.0;0.0;0.0;;;;;;0.0
269;269;DR.L1.SD1_GS.Underlay_Thickness;Дробилка HP500: Толщина подложки для калибровки щели;MS-01.d0;Каскад 1;Гидравлическая система;SV1-01..8;0.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;;;;;;;;;;;;;;;;;131.0;0.0;0.0;0.0;0.0;;;;;;0.0
270;270;DR.L1.MD1_GS.Underlay_Thickness;Дробилка HP800: Толщина подложки для калибровки щели;MS-03.d0;Каскад 1;Шкаф гидравлики;SOL1..9;0.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;;;;;;;;;;;;;;;;;131.0;0.0;0.0;0.0;0.0;;;;;;0.0
271;271;DR.L1.SD1_GS.Gap_Calc;Дробилка MP500: Расчет зазора щели;MS-01.C;Каскад 1;Гидравлическая система;SV1-01..8;0.0;8.0;7.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;;;;;;;;;;;;;;;;;33799.0;0.0;0.0;0.0;0.0;;;;;V79?V269@265*0+V76*2+V77:V76*2+V77=V271?V271:E40+E41?V265+0,045*(E40-E41)@265*0+V76*2+V77:V76*2+V77;0.0
272;272;DR.L1.MD1_GS.Gap_Calc;Дробилка MP800:  Расчет зазора щели;MS-03.C;Каскад 1;Шкаф гидравлики;SOL1..9;0.0;8.0;7.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;;;;;;;;;;;;;;;;;33799.0;0.0;0.0;0.0;0.0;;;;;V277?V270Q266*0+V116*2+V117:V116*2+V117=V272?V272:V231+V232?V266+0,0575*(V231-V232)@266*0+V116*2+V117:V116*2+V117;0.0
273;273;DR.L1.SD1_GS.Delta_PV_SP;Дробилка MP500: Разница факта и задания щели;MS-01.D;Каскад 1;Гидравлическая система;SV1-01..8;0.0;8.0;7.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-20.0;20.0;20.0;-20.0;;;;;;;;;;;;;;;;;33799.0;0.05;0.18;-0.05;-0.18;;;;;V263-V265;15.0
274;274;DR.L1.MD1_GS.Delta_PV_SP;Дробилка MP800:  Разница факта и задания щели;MS-03.D;Каскад 1;Шкаф гидравлики;SOL1..9;0.0;8.0;7.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-20.0;20.0;20.0;-20.0;;;;;;;;;;;;;;;;;33799.0;0.06;0.23;-0.06;-0.23;;;;;V264-V266;15.0
275;275;DR.L1.MD1_GS.CMD_Start_Zazh_Manual;Дробилка MP800:  Ручная команда на открытие SOL9 (быстрое перемещение);SS4.M;Каскад 1;Шкаф гидравлики;SOL9;0.0;8.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;33799.0;0.0;0.0;0.0;0.0;;;;;V215|V216&V221;0.0
